time,frequency,confidence
0.0,697.8514254191554,0.0149974385
0.01,695.6449095934463,0.047446847
0.02,665.6762613124839,0.032657765
0.03,678.0403636842982,0.05471601
0.04,708.9895612379973,0.031392746
0.05,702.47185135831,0.80036867
0.06,698.4731212495255,0.5961331
0.07,692.545298734093,0.58044523
0.08,687.2518815622992,0.26391765
0.09,730.4439952030522,0.0034318636
0.1,699.0627455740151,0.02047645
0.11,675.3362663285016,0.023802489
0.12,708.4221749384818,0.012897141
0.13,708.3138491135487,0.21242614
0.14,700.6980195343448,0.6824154
0.15,697.1274087940415,0.7799299
0.16,685.0141839904854,0.46221355
0.17,674.7799611445298,0.20470253
0.18,653.9026280440702,0.011068584
0.19,664.6450357556623,1.8294746e-05
0.2,686.1545538553505,0.01443546
0.21,714.8744036729998,0.0018296071
0.22,706.9646543014987,0.33759087
0.23,701.3505313394062,0.52120686
0.24,695.2619271504468,0.5980228
0.25,686.946931977111,0.58579403
0.26,679.5053120071765,0.21567608
0.27,680.9077511314546,0.03962436
0.28,667.4143630303101,0.050557148
0.29,698.6476747424219,0.01645495
0.3,712.1324214437176,0.00642466
0.31,702.7731041467077,0.70899636
0.32,699.7431338557908,0.52367425
0.33,695.0435650833924,0.26210058
0.34,688.1438611997153,0.2795187
0.35,682.5717645779731,0.22717959
0.36,680.3426103278455,0.07135417
0.37,678.0160683577652,0.0128733665
0.38,703.1615576626972,0.0076608197
0.39,711.9499896162455,0.025573548
0.4,704.0671836958593,0.58010215
0.41,698.2421695060975,0.60359776
0.42,690.1858820247638,0.44378796
0.43,690.4553219042004,0.44073004
0.44,712.876932772409,0.019307327
0.45,700.1999501114637,0.0049476074
0.46,705.1546010909069,0.053639844
0.47,710.0965125199873,0.0017247405
0.48,707.4354682354225,0.13335451
0.49,704.507863948111,0.13969995
0.5,681.9832640601521,0.043993764
0.51,698.2341161604959,0.20699896
0.52,688.2637644760605,0.5288385
0.53,683.6800613348062,0.40204078
0.54,679.2132058660399,0.006348281
0.55,716.8567409419195,0.012189964
0.56,703.215486277421,0.025847847
0.57,713.5463159011003,0.014944937
0.58,723.2241178930843,0.022435775
0.59,702.6193804925289,0.51754165
0.6,699.6697118764214,0.29474324
0.61,682.0944425306942,0.1747149
0.62,1222.3347227850759,0.11021136
0.63,1195.0103296851107,0.06450052
0.64,1209.3087003829744,0.060938608
0.65,1210.0512163549752,0.06936762
0.66,705.4349599642297,0.07389721
0.67,702.8314536614806,0.2625051
0.68,674.4585804761768,0.14854394
0.69,678.2733137024179,0.33402827
0.7,662.9329852250443,0.05376041
0.71,663.4258136481179,0.10688949
0.72,695.1422842236873,0.0024732747
0.73,726.1140608595953,0.00500811
0.74,723.2785450746441,0.007899107
0.75,727.9529555389001,0.04083941
0.76,700.6838637423039,0.31050393
0.77,693.8905235764637,0.16092868
0.78,685.373870237906,0.48494512
0.79,680.2091956767747,0.16971433
0.8,665.9604981491386,0.36430869
0.81,680.2854342066169,0.08492534
0.82,711.7304741412339,0.009130691
0.83,709.5895827800127,0.13554648
0.84,700.2724249235312,0.60456234
0.85,697.6568465546792,0.16278203
0.86,693.1996748338885,0.03657686
0.87,679.3656941145553,0.014452022
0.88,670.4224522580915,0.036535807
0.89,686.6563308266824,0.0033328496
0.9,705.3657683799697,0.05187985
0.91,705.0877043764526,0.26114744
0.92,700.1079387808066,0.73564845
0.93,699.4700670024663,0.16234513
0.94,694.68190167447,0.32039338
0.95,691.798693959147,0.12092387
0.96,1062.7406538797259,0.09792457
0.97,1047.382147031206,0.048250303
0.98,1049.368653342582,0.014971326
0.99,671.5426317893746,0.08353723
1.0,705.8634419369183,0.02325264
1.01,706.3067537653976,0.15797769
1.02,699.2137877542777,0.47112307
1.03,695.9132666313596,0.7644471
1.04,683.6856671630208,0.35373107
1.05,680.4124280986539,0.25103322
1.06,673.5565720059994,0.047128387
1.07,712.0955505786537,0.006038635
1.08,714.6336832954472,0.05573592
1.09,701.5569432550774,0.6578751
1.1,701.435554659997,0.6667565
1.11,705.0592477606041,0.063105024
1.12,691.7093134895691,0.4360004
1.13,685.5768884595591,0.4949693
1.14,1210.3546530384972,0.1820986
1.15,1212.4229846866522,0.19358364
1.16,1252.3881406037622,0.024092734
